epoch,accuracy,loss,val_accuracy,val_loss
0,0.29183799028396606,1.9208669662475586,0.17218224704265594,2.0307021141052246
1,0.3642064034938812,1.6214436292648315,0.23021583259105682,2.6920063495635986
2,0.41241776943206787,1.5366621017456055,0.21870504319667816,3.298752546310425
3,0.42886513471603394,1.4954479932785034,0.22781774401664734,2.0780301094055176
4,0.4247532784938812,1.5040444135665894,0.27913668751716614,1.7895561456680298
5,0.4326685965061188,1.4918396472930908,0.23980815708637238,12.558943748474121
6,0.45569491386413574,1.4298179149627686,0.230695441365242,2.7159247398376465
7,0.4677220284938812,1.3965983390808105,0.333812952041626,1.9975874423980713
8,0.4895147979259491,1.3532087802886963,0.4273381233215332,1.6370173692703247
9,0.48858964443206787,1.3534444570541382,0.256594717502594,2.709473133087158
10,0.5006167888641357,1.3143255710601807,0.3040767312049866,1.8044798374176025
11,0.5146998167037964,1.2934006452560425,0.23836930096149445,2.60213565826416
12,0.5265213847160339,1.279761552810669,0.4014388620853424,1.885128140449524
13,0.5202507972717285,1.2793649435043335,0.384172648191452,1.9015902280807495
14,0.5422492027282715,1.2341389656066895,0.2412469983100891,2.721797466278076
15,0.5446134805679321,1.228535771369934,0.44940048456192017,1.5383259057998657
16,0.5436882972717285,1.2168992757797241,0.24172662198543549,2.477179765701294
17,0.5611636638641357,1.1865038871765137,0.3549160659313202,2.020620822906494
18,0.5626028180122375,1.1664797067642212,0.22541967034339905,3.467278003692627
19,0.5690789222717285,1.153083324432373,0.39664268493652344,1.7915390729904175
20,0.5879934430122375,1.127074122428894,0.4705035984516144,1.355146050453186
21,0.5848067402839661,1.1182113885879517,0.5443645119667053,1.2493629455566406
22,0.5875822305679321,1.1115994453430176,0.35107913613319397,2.10505747795105
23,0.6040295958518982,1.0739322900772095,0.2498800903558731,2.539496660232544
24,0.6109169125556946,1.0578018426895142,0.32757794857025146,2.348144054412842
25,0.6043379902839661,1.0658363103866577,0.4335731267929077,1.7394423484802246
26,0.6144120097160339,1.0468263626098633,0.6187050342559814,1.099278211593628
27,0.6246916055679321,1.0198042392730713,0.5151079297065735,1.3069751262664795
28,0.6293174624443054,1.0023599863052368,0.6709831953048706,0.9255155324935913
29,0.6273643374443054,1.0113623142242432,0.41582733392715454,1.7323975563049316
30,0.6370271444320679,0.9907459616661072,0.5520383715629578,1.2473909854888916
31,0.6413445472717285,0.9808257222175598,0.46282973885536194,1.8717286586761475
32,0.6498766541481018,0.9554069638252258,0.5582733750343323,1.3104859590530396
33,0.6627261638641357,0.9403649568557739,0.4081534743309021,2.0061357021331787
34,0.6536800861358643,0.9378295540809631,0.34724220633506775,3.9460623264312744
35,0.6680715680122375,0.9177841544151306,0.6167865991592407,1.085525631904602
36,0.6717721819877625,0.9064417481422424,0.5491606593132019,1.3621904850006104
37,0.7046669125556946,0.8124623894691467,0.6143884658813477,1.0894761085510254
38,0.7166940569877625,0.7892586588859558,0.7179856300354004,0.7644844055175781
39,0.7247121930122375,0.775330662727356,0.440767377614975,1.725648045539856
40,0.7230674624443054,0.7587791681289673,0.6124700307846069,1.0814136266708374
41,0.7269737124443054,0.7565129399299622,0.6148681044578552,1.2362651824951172
42,0.7325246930122375,0.7498687505722046,0.5812949538230896,1.14303719997406
43,0.7322162985801697,0.7332372069358826,0.5328537225723267,1.6875814199447632
44,0.7424958944320679,0.7297924160957336,0.6268585324287415,1.102217674255371
45,0.7442434430122375,0.7198324799537659,0.6551558971405029,0.9524074196815491
46,0.7456825375556946,0.7172355055809021,0.653717041015625,0.9780483841896057
47,0.7638774514198303,0.6633810997009277,0.7002398371696472,0.8636150360107422
48,0.7689144611358643,0.6438429355621338,0.6791366934776306,0.9184966683387756
49,0.7688117027282715,0.643160879611969,0.749160647392273,0.7255392670631409
50,0.7769325375556946,0.6279695630073547,0.7194244861602783,0.7960485219955444
51,0.7744654417037964,0.6200234889984131,0.7199040651321411,0.8146244287490845
52,0.7814555764198303,0.6069579124450684,0.7318944931030273,0.8479800224304199
53,0.7846422791481018,0.601844310760498,0.7966426610946655,0.5921111702919006
54,0.7831003069877625,0.6042477488517761,0.7865707278251648,0.6339898705482483
55,0.7909128069877625,0.5895763039588928,0.7645083665847778,0.6878582239151001
56,0.7853618264198303,0.5981931090354919,0.7218225598335266,0.8062880635261536
57,0.7882401347160339,0.5841308236122131,0.7803357243537903,0.6269850730895996
58,0.7915295958518982,0.5760700702667236,0.786091148853302,0.6340283751487732
