epoch,accuracy,loss,val_accuracy,val_loss
59,0.7962582111358643,0.5624688863754272,0.7462829947471619,0.7938917875289917
60,0.7999588847160339,0.55552077293396,0.7031174898147583,0.9177908897399902
61,0.8040707111358643,0.5526832342147827,0.7755395770072937,0.6741076707839966
62,0.8036595582962036,0.5461593270301819,0.768345296382904,0.6659531593322754
63,0.8213404417037964,0.509708046913147,0.8038369417190552,0.5961663126945496
64,0.8165090680122375,0.516664981842041,0.7621102929115295,0.7633271217346191
65,0.8177425861358643,0.5050819516181946,0.7568345069885254,0.8235258460044861
66,0.8211348652839661,0.5028656125068665,0.7549160718917847,0.7323495745658875
67,0.8201069235801697,0.4959356486797333,0.7899280786514282,0.6385246515274048
68,0.8221628069877625,0.5027220845222473,0.7995203733444214,0.6039327383041382
69,0.8299753069877625,0.4774635136127472,0.8191846609115601,0.5559737086296082
70,0.8251439332962036,0.48618873953819275,0.7774580121040344,0.6803481578826904
71,0.8244243264198303,0.488079309463501,0.8129496574401855,0.5736272931098938
72,0.8237047791481018,0.486339807510376,0.7678657174110413,0.7224746942520142
73,0.8309004902839661,0.4741879403591156,0.8316546678543091,0.5024087429046631
74,0.8284333944320679,0.47253528237342834,0.7817745804786682,0.6622205972671509
75,0.833984375,0.46587100625038147,0.7971222996711731,0.6574915647506714
76,0.8310033082962036,0.46654582023620605,0.7338129281997681,0.957004189491272
77,0.8364514708518982,0.4567335546016693,0.7630695700645447,0.738743007183075
78,0.8336759805679321,0.46318525075912476,0.7026379108428955,0.9746667146682739
79,0.8384045958518982,0.4518161118030548,0.8134292364120483,0.5715774893760681
80,0.8309004902839661,0.46556273102760315,0.7827337980270386,0.6882945895195007
81,0.8359375,0.45374929904937744,0.8105515837669373,0.5961939692497253
82,0.8426192402839661,0.43457236886024475,0.8235011696815491,0.5370122790336609
83,0.8512541055679321,0.41784438490867615,0.7908872961997986,0.6561369299888611
84,0.8408716917037964,0.43386802077293396,0.8268585205078125,0.5480183362960815
85,0.8524876832962036,0.42602217197418213,0.8326138854026794,0.5184220671653748
86,0.8530016541481018,0.4170299172401428,0.7942445874214172,0.6626200675964355
87,0.8470394611358643,0.42701369524002075,0.8321343064308167,0.5274215936660767
88,0.8536184430122375,0.4127463102340698,0.8258993029594421,0.5510484576225281
89,0.8481702208518982,0.412639856338501,0.8306954503059387,0.5181651711463928
90,0.8583470582962036,0.39586931467056274,0.8177458047866821,0.5515322685241699
91,0.8586554527282715,0.39386314153671265,0.8369304537773132,0.4825614094734192
92,0.8567023277282715,0.3983401358127594,0.8158273100852966,0.5691563487052917
93,0.8586554527282715,0.39646151661872864,0.8321343064308167,0.5099830031394958
94,0.8637952208518982,0.3874102532863617,0.8393285274505615,0.47962290048599243
95,0.8590666055679321,0.40063393115997314,0.8374100923538208,0.4826889932155609
96,0.8608141541481018,0.38434508442878723,0.8287769556045532,0.5395554304122925
97,0.8589637875556946,0.3975750207901001,0.8302158117294312,0.49857085943222046
98,0.8631784319877625,0.38594380021095276,0.8335731625556946,0.50754714012146
99,0.8638980388641357,0.38959744572639465,0.833093523979187,0.5089003443717957
100,0.8584498167037964,0.3922448754310608,0.8340527415275574,0.5005056262016296
101,0.8635896444320679,0.3806336522102356,0.8282973766326904,0.5314571261405945
102,0.8626644611358643,0.38122105598449707,0.8254196643829346,0.5470180511474609
103,0.8646175861358643,0.37535786628723145,0.8422062397003174,0.4890991151332855
104,0.8681126832962036,0.363692045211792,0.8393285274505615,0.48327162861824036
105,0.8693462014198303,0.3702549338340759,0.8182254433631897,0.5539321899414062
106,0.8663651347160339,0.377027302980423,0.8378896713256836,0.4795309603214264
107,0.8643091917037964,0.38273799419403076,0.8268585205078125,0.5305582880973816
108,0.8635896444320679,0.37848272919654846,0.8388489484786987,0.49079832434654236
109,0.8619449138641357,0.3864078223705292,0.8393285274505615,0.4767703413963318
110,0.8597862124443054,0.39034929871559143,0.7875300049781799,0.6509177684783936
111,0.8688322305679321,0.37242433428764343,0.8345323801040649,0.4880026578903198
112,0.8673930764198303,0.3772447109222412,0.8354915976524353,0.47405806183815
113,0.8651315569877625,0.3818862736225128,0.8383693099021912,0.4857359826564789
114,0.8657483458518982,0.3756078779697418,0.8407673835754395,0.4823151230812073
115,0.8610197305679321,0.38667163252830505,0.8359712362289429,0.48462972044944763
116,0.8683182597160339,0.3691420555114746,0.8340527415275574,0.47912582755088806
117,0.8741776347160339,0.36623281240463257,0.8292565941810608,0.5223069190979004
118,0.8629728555679321,0.37670445442199707,0.8306954503059387,0.5132336020469666
119,0.8674958944320679,0.36600184440612793,0.8244604468345642,0.5476184487342834
120,0.8723273277282715,0.36190342903137207,0.8369304537773132,0.48948970437049866
121,0.8701685667037964,0.3624533712863922,0.8369304537773132,0.5014740228652954
122,0.8743832111358643,0.3616904318332672,0.8436450958251953,0.48732781410217285
123,0.8657483458518982,0.3660024106502533,0.8422062397003174,0.4795551598072052
124,0.8706825375556946,0.35790562629699707,0.842685878276825,0.4829360544681549
125,0.8648231625556946,0.37072110176086426,0.847002387046814,0.4809446930885315
126,0.8686266541481018,0.3645825982093811,0.8436450958251953,0.4843328595161438
127,0.8689350485801697,0.3636380434036255,0.8431654572486877,0.479484498500824
128,0.8687294125556946,0.3620700240135193,0.8417266011238098,0.4804331958293915
129,0.8732524514198303,0.3543323278427124,0.842685878276825,0.48328325152397156
130,0.8668791055679321,0.363224595785141,0.8441246747970581,0.4748051166534424
131,0.8739720582962036,0.3544653058052063,0.8422062397003174,0.4879109561443329
132,0.8651315569877625,0.36616232991218567,0.841247022151947,0.4883449673652649
133,0.8692434430122375,0.36709481477737427,0.8450839519500732,0.4774913489818573
134,0.8706825375556946,0.3655060827732086,0.842685878276825,0.4835161864757538
135,0.8671875,0.3597222566604614,0.842685878276825,0.48975327610969543
136,0.8701685667037964,0.35532069206237793,0.8436450958251953,0.4813631772994995
137,0.8690378069877625,0.35514989495277405,0.8407673835754395,0.48867300152778625
